No.,Case,"Amicus Curiae Briefs"
48,"Lewis v. City of Chicago, 560 U.S. 205 (2010)","3.    Amicus Brief, BRIEF OF THE NATIONAL PARTNERSHIP FOR WOMEN & FAMILIES AND THE NATIONAL WOMEN'S LAW CENTER ET AL. AS AMICI CURIAE IN SUPPORT OF PETITIONERS, November 30, 2009, 2009 U.S. S. Ct. Briefs LEXIS 1297  "
48,"Lewis v. City of Chicago, 560 U.S. 205 (2010)","4.    Amicus Brief, BRIEF FOR AMICI CURIAE, THE CITY OF NEW YORK YORK AND THE INTERNATIONAL MUNICIPAL LAWYERS ASSOCIATION, IN SUPPORT OF RESPONDENT, January 22, 2010, 2010 U.S. S. Ct. Briefs LEXIS 52  "
48,"Lewis v. City of Chicago, 560 U.S. 205 (2010)","5.    Amicus Brief, BRIEF FOR AMICUS CURIAE INTERNATIONAL ASSOCIATION OF OFFICIAL HUMAN RIGHTS AGENCIES IN SUPPORT OF PETITIONERS, November 30, 2009, 2009 U.S. S. Ct. Briefs LEXIS 1298  "
48,"Lewis v. City of Chicago, 560 U.S. 205 (2010)","6.    Amicus Brief, BRIEF AMICI CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL AND THE NATIONAL FEDERATION OF INDEPENDENT BUSINESS SMALL BUSINESS LEGAL CENTER IN SUPPORT OF RESPONDENT, January 22, 2010, 2010 U.S. S. Ct. Briefs LEXIS 34  "
48,"Lewis v. City of Chicago, 560 U.S. 205 (2010)","7.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF RESPONDENT, January 21, 2010, 2010 U.S. S. Ct. Briefs LEXIS 46  "
49,"Lopez v. Monterrey Cnty., 525 U.S. 266 (1999)","1.    Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF APPELLEE, STATE OF CALIFORNIA, July 27, 1998, 1998 U.S. S. Ct. Briefs LEXIS 366 Client/Matter:  -None- "
49,"Lopez v. Monterrey Cnty., 525 U.S. 266 (1999)","2.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING APPELLANTS, June 11, 1998, 1998 U.S. S. Ct. Briefs LEXIS 305 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","1.    Brief, BRIEF AMICUS CURIAE OF THE INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS, AFL-CIO, IN SUPPORT OF RESPONDENTS, September 19, 1988, 1988 U.S. S. Ct. Briefs LEXIS 391 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","2.    Brief, BRIEF AMICUS CURIAE OF THE INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS, AFL-CIO, IN SUPPORT OF RESPONDENTS, May 20, 1988, 1988 U.S. S. Ct. Briefs LEXIS 387 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","3.    Brief, BRIEF AMICUS CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL IN SUPPORT OF THE PETITIONERS, August 18, 1988, 1988 U.S. S. Ct. Briefs LEXIS 397 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","4.    Brief, BRIEF OF THE NATIONAL LEAGUE OF CITIES, NATIONAL GOVERNORS' ASSOCIATION, U.S. CONFERENCE OF MAYORS, COUNCIL OF STATE GOVERNMENTS, INTERNATIONAL CITY MANAGEMENT ASSOCIATION, NATIONAL CONFERENCE OF STATE LEGISLATURES, AND NATIONAL ASSOCIATION OF COUNTIES AS AMICI CURIAE IN SUPPORT OF PETITIONERS, August 18, 1988, 1988 U.S. S. Ct. Briefs LEXIS 400 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","5.    Brief, BRIEF OF ALABAMA, ARKANSAS, CALIFORNIA, CONNECTICUT, FLORIDA, GEORGIA, IDAHO, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MARYLAND, MASSACHUSETTS, MINNESOTA, MISSOURI, MONTANA, NEBRASKA, NEVADA, NEW HAMPSHIRE, NEW JERSEY, NEW YORK, OHIO, OKLAHOMA, RHODE ISLAND AND PROVIDENCE PLANTATIONS, SOUTH CAROLINA, TEXAS, VERMONT, VIRGINIA, WEST VIRGINIA, WISCONSIN, WYOMING, THE DISTRICT OF COLUMBIA, AND THE VIRGIN ISLANDS, AS AMICI CURIAE IN SUPPORT OF PETITIONERS, August 18, 1988, 1988 U.S. S. Ct. Briefs LEXIS 405 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","6.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION, ALABAMA CIVIL LIBERTIES UNION, AND WOMEN'S EQUITY ACTION LEAGUE IN SUPPORT OF PETITIONERS, August 17, 1988, 1988 U.S. S. Ct. Briefs LEXIS 392 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","7.    Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF RESPONDENTS, September 15, 1988, 1988 U.S. S. Ct. Briefs LEXIS 398 Client/Matter:  -None- "
50,"Martin v. Wilks, 490 U.S. 755 (1989)","8.    Brief, BRIEF AMICI CURIAE OF NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC., WOMEN'S LEGAL DEFENSE FUND, NATIONAL WOMEN'S LAW CENTER, AND INTERNATIONAL ASSOCIATION OF BLACK PROFESSIONAL FIREFIGHTERS IN SUPPORT OF PETITIONERS, August 18, 1988, 1988 U.S. S. Ct. Briefs LEXIS 388 Client/Matter:  -None- "
51,"McNary v. Haitian Refugee Ctr., 498 U.S. 479 (1991)","1.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN BAR ASSOCIATION IN SUPPORT OF RESPONDENTS, September 19, 1990, 1990 U.S. S. Ct. Briefs LEXIS 1249  "
51,"McNary v. Haitian Refugee Ctr., 498 U.S. 479 (1991)","2.    Brief, BRIEF FOR AMICI CURIAE [CORRECTED] State of California; City of Los Angeles, California; Los Angeles Unified School District; Dade County, Florida; City of Miami, Florida, September 19, 1990, 1990 U.S. S. Ct. Briefs LEXIS 1252  "
51,"McNary v. Haitian Refugee Ctr., 498 U.S. 479 (1991)","3.    Brief, BRIEF FOR AMICI CURIAE List of Amici:State of California; City of Los Angeles, California; Los Angeles Unified School District; Dade County, Florida; City of Miami, Florida, September 19, 1990, 1990 U.S. S. Ct. Briefs LEXIS 1248  "
51,"McNary v. Haitian Refugee Ctr., 498 U.S. 479 (1991)","4.    Brief, BRIEF OF AMICI CURIAE THE FARM LABOR ALLIANCE, CATHOLIC SOCIAL SERVICES (CENTRO DE GUADALUPE), LEAGUE OF UNITED LATIN-AMERICAN CITIZENS, AMERICAN IMMIGRATION LAWYERS ASSOCIATION, AMERICAN G.I. FORUM, WASHINGTON ASSOCIATION OF CHURCHES, TRAVELERS AND IMMIGRANTS AID OF CHICAGO, MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATION FUND, AMERICAN FRIENDS SERVICE COMMITTEE, CATHOLIC CHARITIES OF LOS ANGELES, INC., LEOQUILDO VALLE, SOFIA BAEZ DE HUERTA AND ANNA R. IN SUPPORT OF RESPONDENTS, September 19, 1990, 1990 U.S. S. Ct. Briefs LEXIS 1250  "
51,"McNary v. Haitian Refugee Ctr., 498 U.S. 479 (1991)","5.    Brief, BRIEF OF THE AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, September 19, 1990, 1990 U.S. S. Ct. Briefs LEXIS 1251  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","1.    Brief, BRIEF OF THE UNITED STATES SENATE AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, March 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 928  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","2.    Brief, BRIEF OF CONGRESSIONAL BLACK CAUCUS, THE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, NATIONAL BLACK MEDIA COALITION, AND THE LEAGUE OF UNITED LATIN AMERICAN CITIZENS AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 936  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","3.    Brief, BRIEF OF CONGRESSIONAL BLACK CAUCUS, THE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, NATIONAL BLACK MEDIA COALITION, AND THE LEAGUE OF UNITED LATIN AMERICAN CITIZENS AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 948  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","4.    Brief, BRIEF OF THE NATIONAL BAR ASSOCIATION AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 925  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","5.    Brief, BRIEF OF GALAXY COMMUNICATIONS, INC. AS AMICUS CURIAE IN SUPPORT OF PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 943  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","6.    Brief, BRIEF AMICUS CURIAE OF GILES TELEVISION, INC. IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 934  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","7.    Brief, BRIEF OF SOUTHEASTERN LEGAL FOUNDATION, INC. AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 5, 1990, 1990 U.S. S. Ct. Briefs LEXIS 951  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","8.    Brief, BRIEF OF COOK INLET REGION, INC. AND GRANITE BROADCASTING CORPORATION AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 932  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","9.    Brief, BRIEF AMICI CURIAE OF MOUNTAIN STATES LEGAL FOUNDATION and ANTI DEFAMATION LEAGUE OF B'NAI B'RITH IN SUPPORT OF METRO BROADCASTING, INC., February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 939  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","10.    Brief, AMERICAN JEWISH COMMITTEE, BLACK CITIZENS FOR A FAIR MEDIA, COMMUNICATIONS COMMITTEE OF THE CONNECTICUT CONFERENCE OF THE UNITED CHURCH OF CHRIST, FIDELIA LANE, DEPARTMENT OF COMMUNICATIONS OF THE CAPITOL REGION CONFERENCE OF CHURCHES, OFFICE OF COMMUNICATION OF THE UNITED CHURCH OF CHRIST, PEOPLE FOR THE AMERICAN WAY, THE REVEREND ALEXIS SIDORAK, STEVEN SIDORAK, SHERMAN G. TARR, TELECOMMUNICATIONS RESEARCH AND ACTION CENTER, AND THE REVEREND MARK WELCHAs Amici Curiae In Support of Respondent, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 929  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","11.    Brief, BRIEF OF LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 926  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","12.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 944  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","13.    Brief, BRIEF OF AMICUS CURIAE THE WASHINGTON LEGAL FOUNDATION IN SUPPORT OF PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 941  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","14.    Brief, BRIEF OF THE NATIONAL BAR ASSOCIATION AMICUS CURIAE IN SUPPORT OF PETITIONER, February 8, 1990, 1990 U.S. S. Ct. Briefs LEXIS 945  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","15.    Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF RESPONDENTS, March 5, 1990, 1990 U.S. S. Ct. Briefs LEXIS 952  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","16.    Brief, BRIEF OF THE NATIONAL ASSOCIATION OF BLACK OWNED BROADCASTERS, INC. AMICUS CURIAE IN SUPPORT OF PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 949  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","17.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING RESPONDENT SHURBERG BROADCASTING OF HARTFORD, INC., March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 954  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","18.    Brief, BRIEF OF THE NATIONAL ASSOCIATION OF BLACK OWNED BROADCASTERS, INC. AND CONGRESSMAN EDOLPHUS TOWNS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 930  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","19.    Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF PETITIONER, February 7, 1989, 1989 U.S. S. Ct. Briefs LEXIS 334  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","20.    Brief, BRIEF AMICUS CURIAE OF AMERICAN WOMEN IN RADIO AND TELEVISION, INC. IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 927  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","21.    Brief, BRIEF OF AMICUS CURIAE JEROME THOMAS LAMPRECHT IN SUPPORT OF PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 942  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","22.    Brief, BRIEF OF AMICUS CURIAE CAPITAL CITIES/ABC, INC. IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 933  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","23.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION, THE NEW YORK CITY COMMISSION ON HUMAN RIGHTS, AND THE NOW LEGAL DEFENSE AND EDUCATION FUND IN SUPPORT OF PETITIONER IN NO. 89-700 AND IN SUPPORT OF RESPONDENTS IN NO. 89-453, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 950  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","24.    Brief, BRIEF AMICUS CURIAE OF ASSOCIATED GENERAL CONTRACTORS OF AMERICA, INC., IN SUPPORT OF PETITIONER, February 9, 1990, 1990 U.S. S. Ct. Briefs LEXIS 940  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","25.    Brief, BRIEF OF THE NATIONAL LEAGUE OF CITIES, NATIONAL CONFERENCE OF STATE LEGISLATURES, NATIONAL ASSOCIATION OF COUNTIES, COUNCIL OF STATE GOVERNMENTS, U.S. CONFERENCE OF MAYORS, AND INTERNATIONAL CITY MANAGEMENT ASSOCIATION AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 938  "
52,"Metro Broadcasting, Inc. v. F.C.C., 497 U.S. 547 (1990)","26.    Brief, BRIEF AMICUS CURIAE FOR THE NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC. IN SUPPORT OF RESPONDENTS, March 6, 1990, 1990 U.S. S. Ct. Briefs LEXIS 924 "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","1.    Brief, BRIEF OF AMICUS CURIAE National Association of REALTORS (R) IN SUPPORT OF PETITIONER Pursuant to Rule 37.2 of the Rules of this Court, amicus curiae, the National Association of REALTORS (R) (""NAR""), submits this brief in support of the Petitioner, DAVID MEYER., August 2, 2002, 2002 U.S. S. Ct. Briefs LEXIS 379  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","2.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING AFFIRMANCE, September 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 511  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","3.    Brief, BRIEF OF AMICUS CURIAE THE NATIONAL FAIR HOUSING ALLIANCE AND AARP IN SUPPORT OF RESPONDENTS, September 27, 2002, 2002 U.S. S. Ct. Briefs LEXIS 568  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","4.    Amicus Brief, BRIEF OF AMICUS CURIAE CALIFORNIA ASSOCIATION OF REALTORS(R) IN SUPPORT OF PETITION FOR WRIT OF CERTIORARI, March 25, 2002, 2002 U.S. S. Ct. Briefs LEXIS 1105  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","5.    Brief, BRIEF AMICUS CURIAE OF THE INTERNATIONAL ASSOCIATION OF OFFICIAL HUMAN RIGHTS AGENCIES IN SUPPORT OF RESPONDENTS, September 27, 2002, 2002 U.S. S. Ct. Briefs LEXIS 566  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","6.    Brief, BRIEF OF AMICUS CURIAE NATIONAL ASSOCIATION OF HOME BUILDERS IN SUPPORT OF PETITIONER, August 2, 2002, 2002 U.S. S. Ct. Briefs LEXIS 393  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","7.    Brief, BRIEF OF AMICUS CURIAE CALIFORNIA ASSOCIATION OF REALTORS (R) IN SUPPORT OF PETITIONERS Pursuant to Rule 37.2 of the Rules of this Court, amicus curiae, the California Association of REALTORS (R) (hereinafter C.A.R.) n1 submits this brief in support of the petitioner David Meyer., August 1, 2002, 2002 U.S. S. Ct. Briefs LEXIS 382  "
53,"Meyer v. Holley, 537 U.S. 280 (2003)","8.    Amicus Brief, BRIEF OF AMICUS CURIAE National Association of REALTORS(R) IN SUPPORT OF PETITIONER, April 8, 2002, 2002 U.S. S. Ct. Briefs LEXIS 1106  "
54,"Miller v. Johnson, 515 U.S. 900 (1995)","1.       MOTION FOR LEAVE TO FILE BRIEF AMICUS CURIAE AND BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION IN SUPPORT OF APPELLEES"
54,"Miller v. Johnson, 515 U.S. 900 (1995)","2.       BRIEF AMICUS CURIAE OF THE GEORGIA ASSOCIATION OF BLACK ELECTED OFFICIALS IN SUPPORT OF APPELLANTS"
55,"Miller-El v. Dretke, 545 U.S. 231 (2005)","1.    Brief, BRIEF OF THE STATE OF CALIFORNIA AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, September 2, 2004, 2004 U.S. S. Ct. Briefs LEXIS 568 Client/Matter:  -None- "
55,"Miller-El v. Dretke, 545 U.S. 231 (2005)","2.    Brief, BRIEF OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., LEAGUE OF WOMEN VOTERS OF THE UNITED STATES and COMMON CAUSE, INC., AS AMICI CURIAE IN SUPPORT OF PETITIONER, August 27, 2004, 2004 U.S. S. Ct. Briefs LEXIS 551 Client/Matter:  -None- "
55,"Miller-El v. Dretke, 545 U.S. 231 (2005)","3.    Brief, BRIEF OF AMICI CURIAE, FORMER PROSECUTORS AND JUDGES, IN SUPPORT OF PETITIONER, September 2, 2004, 2004 U.S. S. Ct. Briefs LEXIS 564 Client/Matter:  -None- "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","1.    Brief, BRIEF FOR AMICI CURIAE ICELEAN CLARK, ET AL. IN SUPPORT OF PETITIONERS, June 26, 1989, 1989 U.S. S. Ct. Briefs LEXIS 737  "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","2.    Brief, BRIEF OF THE NATIONAL GOVERNORS' ASSOCIATION, NATIONAL LEAGUE OF CITIES, NATIONAL CONFERENCE OF STATE LEGISLATURES, NATIONAL ASSOCIATION OF COUNTIES, COUNCIL OF STATE GOVERNMENTS, U.S. CONFERENCE OF MAYORS, AND INTERNATIONAL CITY MANAGEMENT ASSOCIATION AS AMICI CURIAE IN SUPPORT OF PETITIONERS, June 29, 1989, 1989 U.S. S. Ct. Briefs LEXIS 728  "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","3.    Brief, BRIEF AMICUS CURIAE OF THE STATE OF NEW MEXICO, July 20, 1989, 1989 U.S. S. Ct. Briefs LEXIS 734  "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","4.    Brief, BRIEF OF THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, August 31, 1989, 1989 U.S. S. Ct. Briefs LEXIS 733  "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","5.    Brief, BRIEF FOR JACKSON COUNTY, MISSOURI AS AMICUS CURIAE IN SUPPORT OF PETITIONER, June 3, 1989, 1989 U.S. S. Ct. Briefs LEXIS 727  "
56,"Missouri v. Jenkins, 495 U.S. 33 (1990)","6.    Brief, MOTION FOR LEAVE TO FILE BRIEF AND BRIEF AMICI CURIAE OF THE NATIONAL TAXPAYERS UNION AND NATIONAL ASSOCIATION OF MANUFACTURERSBRIEF AMICI CURIAE OF THE NATIONAL TAXPAYERS UNION AND NATIONAL ASSOCIATION OF MANUFACTURERS IN SUPPORT OF ALL PETITIONERS, March 20, 1989, 1989 U.S. S. Ct. Briefs LEXIS 724  "
57,"Missouri v. Jenkins, 515 U.S. 70 (1995)","1.       Brief for the United States as Amicus Curiae"
58,"Muehler v. Mena, 544 U.S. 93 (2005)","1.    Brief, BRIEF OF THE NATIONAL LEAGUE OF CITIES, INTERNATIONAL MUNICIPAL LAWYERS ASSOCIATION, COUNCIL OF STATE GOVERNMENTS, INTERNATIONAL CITY/COUNTY MANAGEMENT ASSOCIATION, U.S. CONFERENCE OF MAYORS, NATIONAL CONFERENCE OF STATE LEGISLATURES, AND NATIONAL ASSOCIATION OF COUNTIES AS AMICI CURIAE SUPPORTING PETITIONERS, August 30, 2004, 2004 U.S. S. Ct. Briefs LEXIS 557  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","2.    Brief, BRIEF AMICUS CURIAE OF THE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS IN SUPPORT OF RESPONDENT The National Association of Criminal Defense Lawyers (""NACDL"") respectfully submits this brief amicus curiae in support of respondent. 1This brief is filed with the written consent of both parties. No party or counsel for a party to this case authored this brief in whole or in part, and no person or entity other than amicus curiae, its members, or its counsel has made a monetary contribution to the preparation or submission of this brief., November 3, 2004, 2004 U.S. S. Ct. Briefs LEXIS 702  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","3.    Brief, REPLY BRIEF OF PETITIONERS, November 24, 2004, 2004 U.S. S. Ct. Briefs LEXIS 786  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","4.    Brief, BRIEF AMICUS CURIAE OF POLICE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA LEGAL DEFENSE FUND AND OTHER PUBLIC SAFETY ORGANIZATIONS IN SUPPORT OF PETITIONERS, August 27, 2004, 2004 U.S. S. Ct. Briefs LEXIS 550  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","5.    Brief, BRIEF FOR THE NATIONAL LATINO OFFICERS ASSOCIATION, THE NATIONAL BLACK POLICE ASSOCIATION, AND THE HISPANIC AMERICAN COMMAND OFFICERS ASSOCIATION AS AMICI CURIAE SUPPORTING RESPONDENT, November 3, 2004, 2004 U.S. S. Ct. Briefs LEXIS 701  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","6.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION AND ACLU FOUNDATION OF SOUTHERN CALIFORNIA IN SUPPORT OF RESPONDENT, November 3, 2004, 2004 U.S. S. Ct. Briefs LEXIS 699  "
58,"Muehler v. Mena, 544 U.S. 93 (2005)","7.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONERS, August 30, 2004, 2004 U.S. S. Ct. Briefs LEXIS 552  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","1.    Brief, BRIEF FOR THE ASSOCIATED GENERAL CONTRACTORS OF AMERICA, INC. AS AMICUS CURIAE SUPPORTING APPELLEE, November 19, 1992, 1992 U.S. S. Ct. Briefs LEXIS 841  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","2.    Brief, BRIEF OF EQUAL RIGHTS ADVOCATES, MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, LAWYERS' COMMITTEE FOR CIVIL RIGHTS OF THE SAN FRANCISCO BAY AREA, AND THE EMPLOYMENT LAW CENTER AS AMICI CURIAE IN SUPPORT OF PETITIONER, November 18, 1992, 1992 U.S. S. Ct. Briefs LEXIS 961  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","3.    Brief, BRIEF OF THE NATIONAL LEAGUE OF CITIES, NATIONAL GOVERNORS' ASSOCIATION, U.S. CONFERENCE OF MAYORS, NATIONAL INSTITUTE OF MUNICIPAL LAW OFFICERS, INTERNATIONAL CITY/COUNTY MANAGEMENT ASSOCIATION, NATIONAL CONFERENCE OF STATE LEGISLATURES, AND NATIONAL ASSOCIATION OF COUNTIES AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, January 15, 1993, 1993 U.S. S. Ct. Briefs LEXIS 100  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","4.    Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION AND ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA, INC., IN SUPPORT OF PETITIONER, November 17, 1992, 1992 U.S. S. Ct. Briefs LEXIS 735  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","5.    Brief, BRIEF OF AMICI CURIAE PUBLIC CITIZEN, AMERICAN CIVIL LIBERTIES UNION, AND ACLU OF FLORIDA IN SUPPORT OF PETITIONER, November 19, 1992, 1992 U.S. S. Ct. Briefs LEXIS 971  "
59,"Northeastern Fla. Chapter v. Jacksonville, 508 U.S. 656 (1993)","6.    Brief, BRIEF OF THE STATES OF OHIO AND MICHIGAN AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, January 15, 1993, 1993 U.S. S. Ct. Briefs LEXIS 99  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","1.    Amicus Brief, BRIEF OF THE HONORABLE CONGRESSMAN JOHN LEWIS AS AMICUS CURIAE IN SUPPORT OF APPELLEES AND INTERVENOR-APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 276  "
